"SG_UF";"CO_MUNICIPIO";"NO_MUNICIPIO";"REDE";"VL_NOTA_MEDIA_2019";"VL_PROJECAO_2019"
"PA";1500305;"Afuá";"Municipal";4,476901;4,4
"PA";1500305;"Afuá";"Pública";4,476901;4,4
"PA";1500347;"Água Azul do Norte";"Municipal";4,761945;4,5
"PA";1500347;"Água Azul do Norte";"Pública";4,761945;4,5
"PA";1500404;"Alenquer";"Estadual";4,849375;4,8
"PA";1500404;"Alenquer";"Municipal";4,868033;4,5
"PA";1500404;"Alenquer";"Pública";4,863573;4,6
"PA";1500503;"Almeirim";"Municipal";4,527724;4,8
"PA";1500503;"Almeirim";"Pública";4,527724;4,8
"PA";1500602;"Altamira";"Municipal";5,956143;5,3
"PA";1500602;"Altamira";"Pública";5,956143;5,3
"PA";1500701;"Anajás";"Estadual";;5
"PA";1500701;"Anajás";"Municipal";4,350505;4,6
"PA";1500701;"Anajás";"Pública";4,350505;4,6
"PA";1500800;"Ananindeua";"Estadual";5,454905;5,1
"PA";1500800;"Ananindeua";"Municipal";5,764374;5,3
"PA";1500800;"Ananindeua";"Pública";5,640319;5,2
"PA";1500859;"Anapu";"Municipal";4,746797;4,5
"PA";1500859;"Anapu";"Pública";4,746797;4,5
"PA";1500909;"Augusto Corrêa";"Municipal";4,936108;4,5
"PA";1500909;"Augusto Corrêa";"Pública";4,936108;4,5
"PA";1500958;"Aurora do Pará";"Estadual";;4,1
"PA";1500958;"Aurora do Pará";"Municipal";5,520305;4,7
"PA";1500958;"Aurora do Pará";"Pública";5,520305;4,6
"PA";1501006;"Aveiro";"Municipal";5,07487;4,5
"PA";1501006;"Aveiro";"Pública";5,07487;4,5
"PA";1501105;"Bagre";"Municipal";4,779154;4,7
"PA";1501105;"Bagre";"Pública";4,779154;4,7
"PA";1501204;"Baião";"Municipal";;4,5
"PA";1501204;"Baião";"Pública";;4,5
"PA";1501253;"Bannach";"Municipal";5,499514;5,6
"PA";1501253;"Bannach";"Pública";5,499514;5,6
"PA";1501303;"Barcarena";"Estadual";4,823273;4,9
"PA";1501303;"Barcarena";"Municipal";5,138593;5
"PA";1501303;"Barcarena";"Pública";5,123904;5
"PA";1501402;"Belém";"Federal";6,961705;6,8
"PA";1501402;"Belém";"Estadual";5,501969;5,1
"PA";1501402;"Belém";"Municipal";5,593849;5
"PA";1501402;"Belém";"Pública";5,557285;5,2
"PA";1501451;"Belterra";"Municipal";5,878443;4,9
"PA";1501451;"Belterra";"Pública";5,878443;4,9
"PA";1501501;"Benevides";"Estadual";6,399323;5
"PA";1501501;"Benevides";"Municipal";6,230637;5,2
"PA";1501501;"Benevides";"Pública";6,259566;5,2
"PA";1501576;"Bom Jesus do Tocantins";"Estadual";;4,5
"PA";1501576;"Bom Jesus do Tocantins";"Municipal";5,932222;4,7
"PA";1501576;"Bom Jesus do Tocantins";"Pública";5,932222;4,5
"PA";1501600;"Bonito";"Estadual";;4,9
"PA";1501600;"Bonito";"Municipal";4,835916;5
"PA";1501600;"Bonito";"Pública";4,835916;4,8
"PA";1501709;"Bragança";"Estadual";5,407583;4,9
"PA";1501709;"Bragança";"Municipal";4,948335;5
"PA";1501709;"Bragança";"Pública";5,143265;5
"PA";1501725;"Brasil Novo";"Municipal";6,056748;5,3
"PA";1501725;"Brasil Novo";"Pública";6,056748;5,3
"PA";1501758;"Brejo Grande do Araguaia";"Municipal";5,073824;4,5
"PA";1501758;"Brejo Grande do Araguaia";"Pública";5,073824;4,5
"PA";1501782;"Breu Branco";"Municipal";4,998211;4,7
"PA";1501782;"Breu Branco";"Pública";4,998211;4,7
"PA";1501808;"Breves";"Municipal";4,957634;4,8
"PA";1501808;"Breves";"Pública";4,957634;4,8
"PA";1501907;"Bujaru";"Municipal";4,934776;4,5
"PA";1501907;"Bujaru";"Pública";4,934776;4,5
"PA";1501956;"Cachoeira do Piriá";"Estadual";;3,9
"PA";1501956;"Cachoeira do Piriá";"Municipal";4,284607;4,1
"PA";1501956;"Cachoeira do Piriá";"Pública";4,284607;4
"PA";1502004;"Cachoeira do Arari";"Estadual";;4,6
"PA";1502004;"Cachoeira do Arari";"Municipal";4,619066;4,1
"PA";1502004;"Cachoeira do Arari";"Pública";4,533762;4,2
"PA";1502103;"Cametá";"Municipal";4,798596;4,5
"PA";1502103;"Cametá";"Pública";4,798596;4,5
"PA";1502152;"Canaã dos Carajás";"Municipal";5,604494;5,2
"PA";1502152;"Canaã dos Carajás";"Pública";5,604494;5,2
"PA";1502202;"Capanema";"Estadual";5,460888;4,9
"PA";1502202;"Capanema";"Municipal";5,282458;4,7
"PA";1502202;"Capanema";"Pública";5,314239;4,8
"PA";1502301;"Capitão Poço";"Estadual";4,062119;4,6
"PA";1502301;"Capitão Poço";"Municipal";5,078505;4,6
"PA";1502301;"Capitão Poço";"Pública";4,875895;4,6
"PA";1502400;"Castanhal";"Estadual";5,020956;4,7
"PA";1502400;"Castanhal";"Municipal";5,4107;5,1
"PA";1502400;"Castanhal";"Pública";5,392749;5
"PA";1502509;"Chaves";"Municipal";3,965602;4,8
"PA";1502509;"Chaves";"Pública";3,965602;4,8
"PA";1502608;"Colares";"Estadual";;4,6
"PA";1502608;"Colares";"Municipal";5,262226;5,1
"PA";1502608;"Colares";"Pública";5,262226;4,9
"PA";1502707;"Conceição do Araguaia";"Estadual";4,370326;4,8
"PA";1502707;"Conceição do Araguaia";"Municipal";5,081604;4,7
"PA";1502707;"Conceição do Araguaia";"Pública";4,924659;4,8
"PA";1502756;"Concórdia do Pará";"Estadual";;4,5
"PA";1502756;"Concórdia do Pará";"Municipal";4,490689;4,6
"PA";1502756;"Concórdia do Pará";"Pública";4,490689;4,5
"PA";1502764;"Cumaru do Norte";"Municipal";;4,7
"PA";1502764;"Cumaru do Norte";"Pública";;4,7
"PA";1502772;"Curionópolis";"Estadual";;4,3
"PA";1502772;"Curionópolis";"Municipal";5,632724;4,8
"PA";1502772;"Curionópolis";"Pública";5,632724;4,6
"PA";1502806;"Curralinho";"Estadual";4,27803;4,5
"PA";1502806;"Curralinho";"Municipal";;4,5
"PA";1502806;"Curralinho";"Pública";;4,5
"PA";1502855;"Curuá";"Municipal";4,482303;4,3
"PA";1502855;"Curuá";"Pública";4,482303;4,3
"PA";1502905;"Curuçá";"Estadual";;4,8
"PA";1502905;"Curuçá";"Municipal";4,780196;4,5
"PA";1502905;"Curuçá";"Pública";4,780196;4,8
"PA";1502939;"Dom Eliseu";"Municipal";6,161951;4,5
"PA";1502939;"Dom Eliseu";"Pública";6,161951;4,5
"PA";1502954;"Eldorado do Carajás";"Municipal";5,0132;4,6
"PA";1502954;"Eldorado do Carajás";"Pública";5,0132;4,6
"PA";1503002;"Faro";"Estadual";;4,8
"PA";1503002;"Faro";"Municipal";4,596867;4,4
"PA";1503002;"Faro";"Pública";4,596867;4,6
"PA";1503044;"Floresta do Araguaia";"Municipal";4,763403;4,5
"PA";1503044;"Floresta do Araguaia";"Pública";4,763403;4,5
"PA";1503077;"Garrafão do Norte";"Municipal";5,186117;4,5
"PA";1503077;"Garrafão do Norte";"Pública";5,186117;4,5
"PA";1503093;"Goianésia do Pará";"Municipal";5,195796;4,7
"PA";1503093;"Goianésia do Pará";"Pública";5,195796;4,7
"PA";1503101;"Gurupá";"Estadual";;4,5
"PA";1503101;"Gurupá";"Municipal";4,785066;4,3
"PA";1503101;"Gurupá";"Pública";4,785066;4,4
"PA";1503200;"Igarapé-Açu";"Estadual";4,081835;4,6
"PA";1503200;"Igarapé-Açu";"Municipal";4,718253;4,5
"PA";1503200;"Igarapé-Açu";"Pública";4,442446;4,6
"PA";1503309;"Igarapé-Miri";"Municipal";4,965723;4,7
"PA";1503309;"Igarapé-Miri";"Pública";4,965723;4,7
"PA";1503408;"Inhangapi";"Estadual";;4,8
"PA";1503408;"Inhangapi";"Municipal";5,004753;4,5
"PA";1503408;"Inhangapi";"Pública";5,004753;4,6
"PA";1503457;"Ipixuna do Pará";"Municipal";5,314391;4,6
"PA";1503457;"Ipixuna do Pará";"Pública";5,314391;4,6
"PA";1503507;"Irituia";"Estadual";;
"PA";1503507;"Irituia";"Municipal";4,940947;4,9
"PA";1503507;"Irituia";"Pública";4,940947;4,9
"PA";1503606;"Itaituba";"Municipal";5,632559;4,6
"PA";1503606;"Itaituba";"Pública";5,632559;4,6
"PA";1503705;"Itupiranga";"Estadual";;4,4
"PA";1503705;"Itupiranga";"Municipal";4,75198;4,6
"PA";1503705;"Itupiranga";"Pública";4,75198;4,5
"PA";1503754;"Jacareacanga";"Municipal";4,200173;4,8
"PA";1503754;"Jacareacanga";"Pública";4,200173;4,8
"PA";1503804;"Jacundá";"Municipal";4,995266;4,5
"PA";1503804;"Jacundá";"Pública";4,995266;4,5
"PA";1503903;"Juruti";"Estadual";5,480753;4,7
"PA";1503903;"Juruti";"Municipal";5,257327;5
"PA";1503903;"Juruti";"Pública";5,275915;5
"PA";1504000;"Limoeiro do Ajuru";"Municipal";5,172064;4,4
"PA";1504000;"Limoeiro do Ajuru";"Pública";5,172064;4,4
"PA";1504059;"Mãe do Rio";"Municipal";5,336541;4,9
"PA";1504059;"Mãe do Rio";"Pública";5,336541;4,9
"PA";1504109;"Magalhães Barata";"Estadual";;4,4
"PA";1504109;"Magalhães Barata";"Municipal";4,558738;5,1
"PA";1504109;"Magalhães Barata";"Pública";4,558738;4,7
"PA";1504208;"Marabá";"Municipal";5,404685;4,7
"PA";1504208;"Marabá";"Pública";5,404685;4,7
"PA";1504307;"Maracanã";"Municipal";5,010065;4,7
"PA";1504307;"Maracanã";"Pública";5,010065;4,7
"PA";1504406;"Marapanim";"Municipal";4,672401;4,5
"PA";1504406;"Marapanim";"Pública";4,672401;4,5
"PA";1504422;"Marituba";"Municipal";5,266853;5,1
"PA";1504422;"Marituba";"Pública";5,266853;5,1
"PA";1504455;"Medicilândia";"Municipal";5,061351;4,4
"PA";1504455;"Medicilândia";"Pública";5,061351;4,6
"PA";1504505;"Melgaço";"Estadual";;4,9
"PA";1504505;"Melgaço";"Municipal";4,366694;4,3
"PA";1504505;"Melgaço";"Pública";4,366694;4,4
"PA";1504604;"Mocajuba";"Municipal";4,705098;4,5
"PA";1504604;"Mocajuba";"Pública";4,705098;4,5
"PA";1504703;"Moju";"Municipal";5,099558;4,6
"PA";1504703;"Moju";"Pública";5,099558;4,6
"PA";1504752;"Mojuí dos Campos";"Municipal";5,287904;5
"PA";1504752;"Mojuí dos Campos";"Pública";5,287904;5
"PA";1504802;"Monte Alegre";"Municipal";5,024702;4,6
"PA";1504802;"Monte Alegre";"Pública";5,024702;4,6
"PA";1504901;"Muaná";"Municipal";4,856958;4,6
"PA";1504901;"Muaná";"Pública";4,856958;4,6
"PA";1504950;"Nova Esperança do Piriá";"Municipal";4,96943;4,7
"PA";1504950;"Nova Esperança do Piriá";"Pública";4,96943;4,7
"PA";1504976;"Nova Ipixuna";"Municipal";5,040222;4,5
"PA";1504976;"Nova Ipixuna";"Pública";5,040222;4,5
"PA";1505007;"Nova Timboteua";"Municipal";5,424815;5,1
"PA";1505007;"Nova Timboteua";"Pública";5,424815;5,1
"PA";1505031;"Novo Progresso";"Municipal";5,959994;5,4
"PA";1505031;"Novo Progresso";"Pública";5,959994;5,4
"PA";1505064;"Novo Repartimento";"Municipal";5,133407;4,6
"PA";1505064;"Novo Repartimento";"Pública";5,133407;4,6
"PA";1505106;"Óbidos";"Municipal";5,205922;4,7
"PA";1505106;"Óbidos";"Pública";5,205922;4,7
"PA";1505205;"Oeiras do Pará";"Municipal";4,705604;4,6
"PA";1505205;"Oeiras do Pará";"Pública";4,705604;4,6
"PA";1505304;"Oriximiná";"Municipal";5,602024;4,7
"PA";1505304;"Oriximiná";"Pública";5,602024;4,7
"PA";1505403;"Ourém";"Estadual";4,661142;4,6
"PA";1505403;"Ourém";"Municipal";5,740819;4,7
"PA";1505403;"Ourém";"Pública";5,425036;4,6
"PA";1505437;"Ourilândia do Norte";"Municipal";5,273794;4,9
"PA";1505437;"Ourilândia do Norte";"Pública";5,273794;4,9
"PA";1505486;"Pacajá";"Municipal";4,922922;4,6
"PA";1505486;"Pacajá";"Pública";4,922922;4,6
"PA";1505494;"Palestina do Pará";"Municipal";5,107827;4,3
"PA";1505494;"Palestina do Pará";"Pública";5,107827;4,3
"PA";1505502;"Paragominas";"Municipal";6,281778;5,2
"PA";1505502;"Paragominas";"Pública";6,281778;5,2
"PA";1505536;"Parauapebas";"Municipal";5,847278;5,4
"PA";1505536;"Parauapebas";"Pública";5,847278;5,4
"PA";1505551;"Pau D'Arco";"Municipal";4,818019;4,6
"PA";1505551;"Pau D'Arco";"Pública";4,818019;4,6
"PA";1505601;"Peixe-Boi";"Municipal";5,343119;5
"PA";1505601;"Peixe-Boi";"Pública";5,343119;5
"PA";1505635;"Piçarra";"Municipal";4,726606;4,7
"PA";1505635;"Piçarra";"Pública";4,726606;4,7
"PA";1505650;"Placas";"Municipal";5,178092;4,6
"PA";1505650;"Placas";"Pública";5,178092;4,6
"PA";1505700;"Ponta de Pedras";"Estadual";5,328499;5
"PA";1505700;"Ponta de Pedras";"Municipal";4,931731;4,7
"PA";1505700;"Ponta de Pedras";"Pública";5,083763;4,9
"PA";1505809;"Portel";"Municipal";4,895019;4,7
"PA";1505809;"Portel";"Pública";4,895019;4,7
"PA";1505908;"Porto de Moz";"Municipal";4,624133;4,3
"PA";1505908;"Porto de Moz";"Pública";4,624133;4,3
"PA";1506005;"Prainha";"Municipal";4,528446;4,5
"PA";1506005;"Prainha";"Pública";4,528446;4,5
"PA";1506104;"Primavera";"Estadual";;4,6
"PA";1506104;"Primavera";"Municipal";5,371349;5,1
"PA";1506104;"Primavera";"Pública";5,371349;4,8
"PA";1506112;"Quatipuru";"Estadual";;4,6
"PA";1506112;"Quatipuru";"Municipal";5,358885;4,6
"PA";1506112;"Quatipuru";"Pública";5,358885;4,9
"PA";1506138;"Redenção";"Municipal";5,335318;5
"PA";1506138;"Redenção";"Pública";5,335318;5
"PA";1506161;"Rio Maria";"Estadual";;4,8
"PA";1506161;"Rio Maria";"Municipal";5,04032;4,8
"PA";1506161;"Rio Maria";"Pública";5,04032;4,8
"PA";1506187;"Rondon do Pará";"Municipal";5,628781;4,8
"PA";1506187;"Rondon do Pará";"Pública";5,628781;4,8
"PA";1506195;"Rurópolis";"Municipal";5,33027;4,8
"PA";1506195;"Rurópolis";"Pública";5,33027;4,8
"PA";1506203;"Salinópolis";"Estadual";5,313115;4,8
"PA";1506203;"Salinópolis";"Municipal";5,053799;4,9
"PA";1506203;"Salinópolis";"Pública";5,084861;4,9
"PA";1506302;"Salvaterra";"Municipal";5,194787;4,8
"PA";1506302;"Salvaterra";"Pública";5,194787;4,8
"PA";1506351;"Santa Bárbara do Pará";"Estadual";;4,7
"PA";1506351;"Santa Bárbara do Pará";"Municipal";5,483548;4,6
"PA";1506351;"Santa Bárbara do Pará";"Pública";5,483548;5,1
"PA";1506401;"Santa Cruz do Arari";"Estadual";4,11631;4,3
"PA";1506401;"Santa Cruz do Arari";"Municipal";4,311586;4,2
"PA";1506401;"Santa Cruz do Arari";"Pública";4,215974;4
"PA";1506500;"Santa Izabel do Pará";"Municipal";5,043774;4,5
"PA";1506500;"Santa Izabel do Pará";"Pública";5,043774;4,5
"PA";1506559;"Santa Luzia do Pará";"Municipal";4,716915;4
"PA";1506559;"Santa Luzia do Pará";"Pública";4,716915;4
"PA";1506583;"Santa Maria das Barreiras";"Estadual";;4,2
"PA";1506583;"Santa Maria das Barreiras";"Municipal";4,104446;4,6
"PA";1506583;"Santa Maria das Barreiras";"Pública";4,104446;4,1
"PA";1506609;"Santa Maria do Pará";"Estadual";5,350999;4,8
"PA";1506609;"Santa Maria do Pará";"Municipal";4,840799;4,6
"PA";1506609;"Santa Maria do Pará";"Pública";5,001455;4,7
"PA";1506708;"Santana do Araguaia";"Municipal";4,457645;4,7
"PA";1506708;"Santana do Araguaia";"Pública";4,457645;4,7
"PA";1506807;"Santarém";"Estadual";6,797949;5,5
"PA";1506807;"Santarém";"Municipal";5,822677;5,5
"PA";1506807;"Santarém";"Pública";5,842619;5,5
"PA";1506906;"Santarém Novo";"Municipal";5,697207;4,6
"PA";1506906;"Santarém Novo";"Pública";5,697207;4,6
"PA";1507003;"Santo Antônio do Tauá";"Municipal";4,996972;5,1
"PA";1507003;"Santo Antônio do Tauá";"Pública";4,996972;5,1
"PA";1507102;"São Caetano de Odivelas";"Estadual";4,370622;4,2
"PA";1507102;"São Caetano de Odivelas";"Municipal";4,605372;4,4
"PA";1507102;"São Caetano de Odivelas";"Pública";4,539892;4,3
"PA";1507151;"São Domingos do Araguaia";"Municipal";4,781737;4,2
"PA";1507151;"São Domingos do Araguaia";"Pública";4,781737;4,2
"PA";1507201;"São Domingos do Capim";"Estadual";4,21272;4,4
"PA";1507201;"São Domingos do Capim";"Municipal";4,843805;4,4
"PA";1507201;"São Domingos do Capim";"Pública";4,712813;4,4
"PA";1507300;"São Félix do Xingu";"Municipal";4,632433;4,4
"PA";1507300;"São Félix do Xingu";"Pública";4,632433;4,4
"PA";1507409;"São Francisco do Pará";"Municipal";4,734823;4,8
"PA";1507409;"São Francisco do Pará";"Pública";4,734823;4,8
"PA";1507458;"São Geraldo do Araguaia";"Municipal";5,435222;4,5
"PA";1507458;"São Geraldo do Araguaia";"Pública";5,435222;4,5
"PA";1507466;"São João da Ponta";"Municipal";5,164416;4,3
"PA";1507466;"São João da Ponta";"Pública";5,164416;4,3
"PA";1507474;"São João de Pirabas";"Municipal";4,681353;4,9
"PA";1507474;"São João de Pirabas";"Pública";4,681353;4,9
"PA";1507508;"São João do Araguaia";"Municipal";4,545618;4,4
"PA";1507508;"São João do Araguaia";"Pública";4,545618;4,4
"PA";1507607;"São Miguel do Guamá";"Municipal";5,107358;4,9
"PA";1507607;"São Miguel do Guamá";"Pública";5,107358;4,9
"PA";1507706;"São Sebastião da Boa Vista";"Estadual";;4,3
"PA";1507706;"São Sebastião da Boa Vista";"Municipal";5,385469;4,4
"PA";1507706;"São Sebastião da Boa Vista";"Pública";5,385469;4,3
"PA";1507755;"Sapucaia";"Municipal";5,66433;4,4
"PA";1507755;"Sapucaia";"Pública";5,66433;4,4
"PA";1507805;"Senador José Porfírio";"Municipal";5,492131;4,8
"PA";1507805;"Senador José Porfírio";"Pública";5,492131;4,8
"PA";1507904;"Soure";"Municipal";4,801616;4,8
"PA";1507904;"Soure";"Pública";4,801616;4,8
"PA";1507953;"Tailândia";"Municipal";5,209833;4,6
"PA";1507953;"Tailândia";"Pública";5,209833;4,6
"PA";1507961;"Terra Alta";"Estadual";;4,4
"PA";1507961;"Terra Alta";"Municipal";4,834003;4,5
"PA";1507961;"Terra Alta";"Pública";4,834003;4,4
"PA";1507979;"Terra Santa";"Municipal";5,912501;5
"PA";1507979;"Terra Santa";"Pública";5,912501;5
"PA";1508001;"Tomé-Açu";"Municipal";5,118079;4,9
"PA";1508001;"Tomé-Açu";"Pública";5,118079;4,9
"PA";1508035;"Tracuateua";"Estadual";;4,9
"PA";1508035;"Tracuateua";"Municipal";4,399771;4,9
"PA";1508035;"Tracuateua";"Pública";4,399771;4,9
"PA";1508050;"Trairão";"Municipal";5,333576;4,7
"PA";1508050;"Trairão";"Pública";5,333576;4,7
"PA";1508084;"Tucumã";"Municipal";5,071486;4,6
"PA";1508084;"Tucumã";"Pública";5,071486;4,6
"PA";1508100;"Tucuruí";"Municipal";5,424244;4,9
"PA";1508100;"Tucuruí";"Pública";5,424244;4,9
"PA";1508126;"Ulianópolis";"Municipal";6,267689;5,2
"PA";1508126;"Ulianópolis";"Pública";6,267689;5,2
"PA";1508159;"Uruará";"Municipal";4,858526;4,5
"PA";1508159;"Uruará";"Pública";4,858526;4,5
"PA";1508209;"Vigia";"Estadual";;4,9
"PA";1508209;"Vigia";"Municipal";5,051874;5,3
"PA";1508209;"Vigia";"Pública";5,051874;5,1
"PA";1508308;"Viseu";"Municipal";4,36832;4,5
"PA";1508308;"Viseu";"Pública";4,36832;4,5
"PA";1508357;"Vitória do Xingu";"Municipal";6,018195;4,4
"PA";1508357;"Vitória do Xingu";"Pública";6,018195;4,4
"PA";1508407;"Xinguara";"Municipal";5,390131;4,8
"PA";1508407;"Xinguara";"Pública";5,390131;4,8
"AP";1600055;"Serra do Navio";"Estadual";;5,1
"AP";1600055;"Serra do Navio";"Municipal";5,413044;4,9
"AP";1600055;"Serra do Navio";"Pública";5,413044;5,1
"AP";1600105;"Amapá";"Estadual";;5,1
"AP";1600105;"Amapá";"Municipal";4,819407;4,3
"AP";1600105;"Amapá";"Pública";4,819407;4,7
"AP";1600154;"Pedra Branca do Amapari";"Estadual";;5,5
"AP";1600154;"Pedra Branca do Amapari";"Municipal";5,341181;4,5
"AP";1600154;"Pedra Branca do Amapari";"Pública";5,341181;5,3
"AP";1600204;"Calçoene";"Estadual";4,116559;5
"AP";1600204;"Calçoene";"Municipal";4,530332;4,7
"AP";1600204;"Calçoene";"Pública";4,391662;4,9
"AP";1600212;"Cutias";"Estadual";;4,9
"AP";1600212;"Cutias";"Municipal";5,007448;5,2
"AP";1600212;"Cutias";"Pública";5,007448;4,9
"AP";1600238;"Ferreira Gomes";"Estadual";;
"AP";1600238;"Ferreira Gomes";"Municipal";4,583554;4,1
"AP";1600238;"Ferreira Gomes";"Pública";4,583554;4,1
"AP";1600253;"Itaubal";"Estadual";;5,3
"AP";1600253;"Itaubal";"Municipal";5,33502;5
"AP";1600253;"Itaubal";"Pública";5,33502;5,3
"AP";1600279;"Laranjal do Jari";"Estadual";5,342194;5,1
"AP";1600279;"Laranjal do Jari";"Municipal";5,175547;5,1
"AP";1600279;"Laranjal do Jari";"Pública";5,214709;5,1
"AP";1600303;"Macapá";"Estadual";5,292972;5,3
"AP";1600303;"Macapá";"Municipal";5,205722;5,4
"AP";1600303;"Macapá";"Pública";5,236171;5,4
"AP";1600402;"Mazagão";"Estadual";4,738793;4,7
"AP";1600402;"Mazagão";"Municipal";4,654477;4,7
"AP";1600402;"Mazagão";"Pública";4,71588;4,5
"AP";1600501;"Oiapoque";"Estadual";;5,1
"AP";1600501;"Oiapoque";"Municipal";4,810287;4,8
"AP";1600501;"Oiapoque";"Pública";4,810287;5
"AP";1600535;"Porto Grande";"Estadual";6,122282;4,9
"AP";1600535;"Porto Grande";"Municipal";4,982192;4,3
"AP";1600535;"Porto Grande";"Pública";5,308943;4,6
"AP";1600550;"Pracuúba";"Estadual";;4,8
"AP";1600550;"Pracuúba";"Municipal";;5
"AP";1600550;"Pracuúba";"Pública";;4,8
"AP";1600600;"Santana";"Estadual";5,770417;5,2
"AP";1600600;"Santana";"Municipal";4,972838;5,1
"AP";1600600;"Santana";"Pública";5,232929;5,2
"AP";1600709;"Tartarugalzinho";"Estadual";;4,8
"AP";1600709;"Tartarugalzinho";"Municipal";4,77995;4,4
"AP";1600709;"Tartarugalzinho";"Pública";4,77995;4,6
"AP";1600808;"Vitória do Jari";"Estadual";;4,8
"AP";1600808;"Vitória do Jari";"Municipal";4,947575;4,7
"AP";1600808;"Vitória do Jari";"Pública";4,947575;4,7
"TO";1700251;"Abreulândia";"Estadual";;5,6
"TO";1700251;"Abreulândia";"Municipal";5,684232;5,7
"TO";1700251;"Abreulândia";"Pública";5,684232;5,7
"TO";1700301;"Aguiarnópolis";"Estadual";;5,4
"TO";1700301;"Aguiarnópolis";"Municipal";5,128718;5
"TO";1700301;"Aguiarnópolis";"Pública";5,128718;5,1
"TO";1700350;"Aliança do Tocantins";"Estadual";7,13877;5,9
"TO";1700350;"Aliança do Tocantins";"Municipal";5,778714;5,9
"TO";1700350;"Aliança do Tocantins";"Pública";6,226237;6
"TO";1700400;"Almas";"Estadual";;5,8
"TO";1700400;"Almas";"Municipal";5,225706;5,1
"TO";1700400;"Almas";"Pública";5,225706;5,6
"TO";1700707;"Alvorada";"Estadual";6,717338;6,2
"TO";1700707;"Alvorada";"Municipal";5,884593;6,4
"TO";1700707;"Alvorada";"Pública";6,051142;6,2
"TO";1701002;"Ananás";"Estadual";;5,8
"TO";1701002;"Ananás";"Municipal";5,499084;5,1
"TO";1701002;"Ananás";"Pública";5,499084;5,8
"TO";1701051;"Angico";"Estadual";;6
"TO";1701051;"Angico";"Municipal";5,257933;5,7
"TO";1701051;"Angico";"Pública";5,257933;5,7
"TO";1701101;"Aparecida do Rio Negro";"Estadual";;6,1
"TO";1701101;"Aparecida do Rio Negro";"Municipal";5,828788;5,1
"TO";1701101;"Aparecida do Rio Negro";"Pública";5,828788;5,5
"TO";1701309;"Aragominas";"Estadual";;5,7
"TO";1701309;"Aragominas";"Municipal";4,727299;4,8
"TO";1701309;"Aragominas";"Pública";4,727299;4,8
"TO";1701903;"Araguacema";"Estadual";;5,3
"TO";1701903;"Araguacema";"Municipal";4,753097;5,4
"TO";1701903;"Araguacema";"Pública";4,753097;5,2
"TO";1702000;"Araguaçu";"Estadual";6,408244;6,4
"TO";1702000;"Araguaçu";"Municipal";6,358432;5,7
"TO";1702000;"Araguaçu";"Pública";6,372786;6
"TO";1702109;"Araguaína";"Estadual";5,791489;6
"TO";1702109;"Araguaína";"Municipal";6,06081;6,1
"TO";1702109;"Araguaína";"Pública";6,038168;6,1
"TO";1702158;"Araguanã";"Estadual";;5,4
"TO";1702158;"Araguanã";"Municipal";;5,6
"TO";1702158;"Araguanã";"Pública";;5,5
"TO";1702208;"Araguatins";"Estadual";5,951174;5,8
"TO";1702208;"Araguatins";"Municipal";5,729203;4,9
"TO";1702208;"Araguatins";"Pública";5,793908;5,4
"TO";1702307;"Arapoema";"Estadual";;5,8
"TO";1702307;"Arapoema";"Municipal";6,087962;5,2
"TO";1702307;"Arapoema";"Pública";6,087962;5,6
"TO";1702406;"Arraias";"Estadual";;5,7
"TO";1702406;"Arraias";"Municipal";5,607847;5,3
"TO";1702406;"Arraias";"Pública";5,607847;5,9
"TO";1702554;"Augustinópolis";"Estadual";6,6074;6,3
"TO";1702554;"Augustinópolis";"Municipal";5,840501;5,7
"TO";1702554;"Augustinópolis";"Pública";6,030128;6
