"SG_UF";"CO_MUNICIPIO";"NO_MUNICIPIO";"REDE";"VL_OBSERVADO_2019";"VL_PROJECAO_2019"
"RR";1400704;"Uiramutã";"Estadual";;"4,5"
"RR";1400704;"Uiramutã";"Municipal";;
"RR";1400704;"Uiramutã";"Pública";;"4,5"
"PA";1500107;"Abaetetuba";"Estadual";"3,6";"5"
"PA";1500107;"Abaetetuba";"Pública";"3,6";"5"
"PA";1500131;"Abel Figueiredo";"Municipal";"3,9";"4,2"
"PA";1500131;"Abel Figueiredo";"Pública";"3,9";"4,2"
"PA";1500206;"Acará";"Municipal";"3,3";"4,9"
"PA";1500206;"Acará";"Pública";"3,3";"4,9"
"PA";1500305;"Afuá";"Municipal";"3,1";"4,9"
"PA";1500305;"Afuá";"Pública";"3,1";"4,9"
"PA";1500347;"Água Azul do Norte";"Municipal";"3,9";"4,2"
"PA";1500347;"Água Azul do Norte";"Pública";"3,9";"4,2"
"PA";1500404;"Alenquer";"Estadual";"4,1";"5,2"
"PA";1500404;"Alenquer";"Municipal";"3,4";"5"
"PA";1500404;"Alenquer";"Pública";"3,7";"4,9"
"PA";1500503;"Almeirim";"Municipal";"3,2";"5,2"
"PA";1500503;"Almeirim";"Pública";"3,2";"5,2"
"PA";1500602;"Altamira";"Municipal";"4,8";"5,4"
"PA";1500602;"Altamira";"Pública";"4,8";"5,4"
"PA";1500701;"Anajás";"Municipal";"3,3";"5,1"
"PA";1500701;"Anajás";"Pública";"3,3";"5,1"
"PA";1500800;"Ananindeua";"Estadual";"4";"5,1"
"PA";1500800;"Ananindeua";"Municipal";"5";"5,4"
"PA";1500800;"Ananindeua";"Pública";"4,3";"5,1"
"PA";1500859;"Anapu";"Municipal";"3,8";"4,4"
"PA";1500859;"Anapu";"Pública";"3,8";"4,4"
"PA";1500909;"Augusto Corrêa";"Municipal";;"4,3"
"PA";1500909;"Augusto Corrêa";"Pública";;"4,3"
"PA";1500958;"Aurora do Pará";"Estadual";"3,1";"5,5"
"PA";1500958;"Aurora do Pará";"Municipal";"4,5";"5,8"
"PA";1500958;"Aurora do Pará";"Pública";"4,3";"5,2"
"PA";1501006;"Aveiro";"Municipal";"3,7";"5,6"
"PA";1501006;"Aveiro";"Pública";"3,7";"5,6"
"PA";1501105;"Bagre";"Municipal";"4";"4,9"
"PA";1501105;"Bagre";"Pública";"4";"4,9"
"PA";1501204;"Baião";"Municipal";;"5,1"
"PA";1501204;"Baião";"Pública";;"5,1"
"PA";1501253;"Bannach";"Municipal";"3,8";"5,3"
"PA";1501253;"Bannach";"Pública";"3,8";"5,3"
"PA";1501303;"Barcarena";"Estadual";"3,3";"4,6"
"PA";1501303;"Barcarena";"Municipal";"3,7";"5"
"PA";1501303;"Barcarena";"Pública";"3,6";"4,9"
"PA";1501402;"Belém";"Federal";"6,5";"6,5"
"PA";1501402;"Belém";"Estadual";"3,9";"4,8"
"PA";1501402;"Belém";"Municipal";"4,4";"4,9"
"PA";1501402;"Belém";"Pública";"4,1";"4,9"
"PA";1501451;"Belterra";"Municipal";"4,8";"4,8"
"PA";1501451;"Belterra";"Pública";"4,8";"4,8"
"PA";1501501;"Benevides";"Estadual";"4,4";"5"
"PA";1501501;"Benevides";"Municipal";"5,3";"5,4"
"PA";1501501;"Benevides";"Pública";"4,7";"5"
"PA";1501576;"Bom Jesus do Tocantins";"Estadual";;"4,8"
"PA";1501576;"Bom Jesus do Tocantins";"Municipal";"4";"4,9"
"PA";1501576;"Bom Jesus do Tocantins";"Pública";"3,9";"4,9"
"PA";1501600;"Bonito";"Estadual";"2,5";"4,4"
"PA";1501600;"Bonito";"Pública";"2,5";"4,4"
"PA";1501709;"Bragança";"Estadual";"3,5";"5,1"
"PA";1501709;"Bragança";"Municipal";;"4,7"
"PA";1501709;"Bragança";"Pública";"3,6";"5,1"
"PA";1501725;"Brasil Novo";"Municipal";"4,9";"5,2"
"PA";1501725;"Brasil Novo";"Pública";"4,9";"5,2"
"PA";1501758;"Brejo Grande do Araguaia";"Municipal";;"4,8"
"PA";1501758;"Brejo Grande do Araguaia";"Pública";;"4,8"
"PA";1501782;"Breu Branco";"Municipal";"3,5";"4,7"
"PA";1501782;"Breu Branco";"Pública";"3,5";"4,7"
"PA";1501808;"Breves";"Municipal";"3,7";"4,9"
"PA";1501808;"Breves";"Pública";"3,7";"4,9"
"PA";1501907;"Bujaru";"Estadual";"4,4";"4,1"
"PA";1501907;"Bujaru";"Municipal";"3,6";"4,7"
"PA";1501907;"Bujaru";"Pública";"3,8";"4,5"
"PA";1501956;"Cachoeira do Piriá";"Estadual";;"4,1"
"PA";1501956;"Cachoeira do Piriá";"Municipal";;"4"
"PA";1501956;"Cachoeira do Piriá";"Pública";"2,9";"4,4"
"PA";1502004;"Cachoeira do Arari";"Estadual";"3,5";"4,2"
"PA";1502004;"Cachoeira do Arari";"Municipal";"3,5";"4,5"
"PA";1502004;"Cachoeira do Arari";"Pública";"3,4";"4,2"
"PA";1502103;"Cametá";"Municipal";"3,3";"4,8"
"PA";1502103;"Cametá";"Pública";"3,3";"4,8"
"PA";1502152;"Canaã dos Carajás";"Municipal";"4,2";"4,9"
"PA";1502152;"Canaã dos Carajás";"Pública";"4,2";"4,9"
"PA";1502202;"Capanema";"Estadual";"3,5";"5"
"PA";1502202;"Capanema";"Pública";"3,5";"5"
"PA";1502301;"Capitão Poço";"Estadual";"3,3";"4,8"
"PA";1502301;"Capitão Poço";"Municipal";"3,7";"4,5"
"PA";1502301;"Capitão Poço";"Pública";"3,4";"4,8"
"PA";1502400;"Castanhal";"Estadual";"3,6";"4,8"
"PA";1502400;"Castanhal";"Municipal";"4";"5,2"
"PA";1502400;"Castanhal";"Pública";"3,7";"4,9"
"PA";1502509;"Chaves";"Municipal";"3,5";"4,5"
"PA";1502509;"Chaves";"Pública";"3,5";"4,5"
"PA";1502608;"Colares";"Estadual";"3,6";"4,6"
"PA";1502608;"Colares";"Pública";"3,6";"4,6"
"PA";1502707;"Conceição do Araguaia";"Estadual";"3,5";"4,7"
"PA";1502707;"Conceição do Araguaia";"Municipal";"4,4";"4,6"
"PA";1502707;"Conceição do Araguaia";"Pública";"3,8";"4,7"
"PA";1502756;"Concórdia do Pará";"Estadual";;"4,5"
"PA";1502756;"Concórdia do Pará";"Municipal";"3,4";"4,3"
"PA";1502756;"Concórdia do Pará";"Pública";"3,3";"4,5"
"PA";1502764;"Cumaru do Norte";"Municipal";;"5,2"
"PA";1502764;"Cumaru do Norte";"Pública";;"5,2"
"PA";1502772;"Curionópolis";"Estadual";;"4,6"
"PA";1502772;"Curionópolis";"Municipal";"4,4";"5,3"
"PA";1502772;"Curionópolis";"Pública";"4,4";"4,9"
"PA";1502806;"Curralinho";"Estadual";"2,3";"4,6"
"PA";1502806;"Curralinho";"Municipal";"2,6";"4,7"
"PA";1502806;"Curralinho";"Pública";"2,6";"4,8"
"PA";1502855;"Curuá";"Municipal";"3,9";"4,7"
"PA";1502855;"Curuá";"Pública";"3,9";"4,7"
"PA";1502905;"Curuçá";"Estadual";"3,2";"4,6"
"PA";1502905;"Curuçá";"Municipal";"4,4";"4,1"
"PA";1502905;"Curuçá";"Pública";"3,7";"4,6"
"PA";1502939;"Dom Eliseu";"Municipal";"4,5";"4,5"
"PA";1502939;"Dom Eliseu";"Pública";"4,5";"4,5"
"PA";1502954;"Eldorado do Carajás";"Municipal";"3,8";"4,9"
"PA";1502954;"Eldorado do Carajás";"Pública";"3,8";"4,9"
"PA";1503002;"Faro";"Estadual";"3,7";"5"
"PA";1503002;"Faro";"Municipal";"3,2";"4,5"
"PA";1503002;"Faro";"Pública";"3,5";"4,8"
"PA";1503044;"Floresta do Araguaia";"Municipal";"3,7";"4,7"
"PA";1503044;"Floresta do Araguaia";"Pública";"3,7";"4,7"
"PA";1503077;"Garrafão do Norte";"Municipal";"4,1";"4,6"
"PA";1503077;"Garrafão do Norte";"Pública";"4,1";"4,6"
"PA";1503093;"Goianésia do Pará";"Municipal";"3,4";"4,5"
"PA";1503093;"Goianésia do Pará";"Pública";"3,4";"4,5"
"PA";1503101;"Gurupá";"Estadual";;"4,8"
"PA";1503101;"Gurupá";"Municipal";"3";"4,6"
"PA";1503101;"Gurupá";"Pública";"3";"4,9"
"PA";1503200;"Igarapé-Açu";"Estadual";"3,2";"4,7"
"PA";1503200;"Igarapé-Açu";"Municipal";"3,4";"4,3"
"PA";1503200;"Igarapé-Açu";"Pública";"3,2";"4,7"
"PA";1503309;"Igarapé-Miri";"Municipal";"3,7";"4,8"
"PA";1503309;"Igarapé-Miri";"Pública";"3,7";"4,8"
"PA";1503408;"Inhangapi";"Estadual";"3,4";"4,8"
"PA";1503408;"Inhangapi";"Pública";"3,4";"4,8"
"PA";1503457;"Ipixuna do Pará";"Municipal";"4,3";"4,6"
"PA";1503457;"Ipixuna do Pará";"Pública";"4,3";"4,6"
"PA";1503507;"Irituia";"Estadual";"3,1";"5,2"
"PA";1503507;"Irituia";"Pública";"3,1";"5,2"
"PA";1503606;"Itaituba";"Municipal";"4,2";"4,9"
"PA";1503606;"Itaituba";"Pública";"4,2";"4,9"
"PA";1503705;"Itupiranga";"Estadual";"3,4";"4,3"
"PA";1503705;"Itupiranga";"Municipal";"3,7";"4,2"
"PA";1503705;"Itupiranga";"Pública";"3,6";"4,2"
"PA";1503754;"Jacareacanga";"Municipal";"3,3";"4,6"
"PA";1503754;"Jacareacanga";"Pública";"3,3";"4,6"
"PA";1503804;"Jacundá";"Municipal";"3,3";"4,8"
"PA";1503804;"Jacundá";"Pública";"3,3";"4,8"
"PA";1503903;"Juruti";"Estadual";"4";"5,1"
"PA";1503903;"Juruti";"Municipal";"4,8";"4,7"
"PA";1503903;"Juruti";"Pública";"4,5";"5,1"
"PA";1504000;"Limoeiro do Ajuru";"Estadual";"3,8";"5,2"
"PA";1504000;"Limoeiro do Ajuru";"Municipal";;"4,6"
"PA";1504000;"Limoeiro do Ajuru";"Pública";"3,9";"5,2"
"PA";1504059;"Mãe do Rio";"Municipal";"3,8";"5,1"
"PA";1504059;"Mãe do Rio";"Pública";"3,8";"5,1"
"PA";1504109;"Magalhães Barata";"Estadual";"3,4";"4,5"
"PA";1504109;"Magalhães Barata";"Municipal";"4";"4,1"
"PA";1504109;"Magalhães Barata";"Pública";"3,8";"4,5"
"PA";1504208;"Marabá";"Municipal";"4,3";"4,9"
"PA";1504208;"Marabá";"Pública";"4,3";"4,9"
"PA";1504307;"Maracanã";"Municipal";"3,8";"5,2"
"PA";1504307;"Maracanã";"Pública";"3,8";"5,2"
"PA";1504406;"Marapanim";"Municipal";"3,7";"4,6"
"PA";1504406;"Marapanim";"Pública";"3,7";"4,6"
"PA";1504422;"Marituba";"Municipal";"3,9";"5,1"
"PA";1504422;"Marituba";"Pública";"3,9";"5,1"
"PA";1504455;"Medicilândia";"Municipal";"3,6";"5,5"
"PA";1504455;"Medicilândia";"Pública";"3,6";"5,5"
"PA";1504505;"Melgaço";"Estadual";;"4,5"
"PA";1504505;"Melgaço";"Municipal";"3,5";"4,2"
"PA";1504505;"Melgaço";"Pública";"3,5";"4,4"
"PA";1504604;"Mocajuba";"Municipal";"3,9";"4,5"
"PA";1504604;"Mocajuba";"Pública";"3,9";"4,5"
"PA";1504703;"Moju";"Municipal";"3,3";"4,8"
"PA";1504703;"Moju";"Pública";"3,3";"4,8"
"PA";1504752;"Mojuí dos Campos";"Municipal";"4,2";"4,3"
"PA";1504752;"Mojuí dos Campos";"Pública";"4,2";"4,3"
"PA";1504802;"Monte Alegre";"Municipal";"4";"5,1"
"PA";1504802;"Monte Alegre";"Pública";"4";"5,1"
"PA";1504901;"Muaná";"Municipal";"3,9";"5,1"
"PA";1504901;"Muaná";"Pública";"3,9";"5,1"
"PA";1504950;"Nova Esperança do Piriá";"Municipal";"3,4";"4,8"
"PA";1504950;"Nova Esperança do Piriá";"Pública";"3,4";"4,8"
"PA";1504976;"Nova Ipixuna";"Municipal";"3,7";"4,3"
"PA";1504976;"Nova Ipixuna";"Pública";"3,7";"4,3"
"PA";1505007;"Nova Timboteua";"Municipal";"3,8";"5,1"
"PA";1505007;"Nova Timboteua";"Pública";"3,8";"5,1"
"PA";1505031;"Novo Progresso";"Municipal";"4,5";"5,2"
"PA";1505031;"Novo Progresso";"Pública";"4,5";"5,2"
"PA";1505064;"Novo Repartimento";"Municipal";"3,4";"4,9"
"PA";1505064;"Novo Repartimento";"Pública";"3,4";"4,9"
"PA";1505106;"Óbidos";"Municipal";"3,8";"5,4"
"PA";1505106;"Óbidos";"Pública";"3,8";"5,4"
"PA";1505205;"Oeiras do Pará";"Municipal";"3,3";"4,3"
"PA";1505205;"Oeiras do Pará";"Pública";"3,3";"4,3"
"PA";1505304;"Oriximiná";"Municipal";"4,7";"5,3"
"PA";1505304;"Oriximiná";"Pública";"4,7";"5,3"
"PA";1505403;"Ourém";"Estadual";"3,7";"5,1"
"PA";1505403;"Ourém";"Pública";"3,7";"5,1"
"PA";1505437;"Ourilândia do Norte";"Municipal";"3,9";"5,2"
"PA";1505437;"Ourilândia do Norte";"Pública";"3,9";"5,2"
"PA";1505486;"Pacajá";"Municipal";"3,4";"4,9"
"PA";1505486;"Pacajá";"Pública";"3,4";"4,9"
"PA";1505494;"Palestina do Pará";"Municipal";"4,2";"4,7"
"PA";1505494;"Palestina do Pará";"Pública";"4,2";"4,7"
"PA";1505502;"Paragominas";"Municipal";"4,4";"4,6"
"PA";1505502;"Paragominas";"Pública";"4,4";"4,6"
"PA";1505536;"Parauapebas";"Municipal";"4,5";"5,1"
"PA";1505536;"Parauapebas";"Pública";"4,5";"5,1"
"PA";1505551;"Pau D'Arco";"Municipal";;"4,6"
"PA";1505551;"Pau D'Arco";"Pública";;"4,6"
"PA";1505601;"Peixe-Boi";"Municipal";"3,6";"5,3"
"PA";1505601;"Peixe-Boi";"Pública";"3,6";"5,3"
"PA";1505635;"Piçarra";"Municipal";"3,5";"4,5"
"PA";1505635;"Piçarra";"Pública";"3,5";"4,5"
"PA";1505650;"Placas";"Municipal";"3,7";"4,8"
"PA";1505650;"Placas";"Pública";"3,7";"4,8"
"PA";1505700;"Ponta de Pedras";"Estadual";"4";"5"
"PA";1505700;"Ponta de Pedras";"Municipal";"3,8";"5,1"
"PA";1505700;"Ponta de Pedras";"Pública";"3,9";"5"
"PA";1505809;"Portel";"Municipal";"3,3";"4,5"
"PA";1505809;"Portel";"Pública";"3,3";"4,5"
"PA";1505908;"Porto de Moz";"Municipal";"3,2";"4,6"
"PA";1505908;"Porto de Moz";"Pública";"3,2";"4,6"
"PA";1506005;"Prainha";"Municipal";"3,7";"5,1"
"PA";1506005;"Prainha";"Pública";"3,7";"5,1"
"PA";1506104;"Primavera";"Estadual";"3,2";"4,5"
"PA";1506104;"Primavera";"Pública";"3,2";"4,5"
"PA";1506112;"Quatipuru";"Estadual";"3,4";"4,7"
"PA";1506112;"Quatipuru";"Pública";"3,4";"4,7"
"PA";1506138;"Redenção";"Municipal";"4";"4,6"
"PA";1506138;"Redenção";"Pública";"4";"4,6"
"PA";1506161;"Rio Maria";"Estadual";;"4,9"
"PA";1506161;"Rio Maria";"Municipal";"4,3";"4,6"
"PA";1506161;"Rio Maria";"Pública";"4,3";"4,9"
"PA";1506187;"Rondon do Pará";"Municipal";"4,2";"4,6"
"PA";1506187;"Rondon do Pará";"Pública";"4,2";"4,6"
"PA";1506195;"Rurópolis";"Municipal";"4,4";"5"
"PA";1506195;"Rurópolis";"Pública";"4,4";"5"
"PA";1506203;"Salinópolis";"Estadual";"3,6";"5"
"PA";1506203;"Salinópolis";"Municipal";"4,2";"5,4"
"PA";1506203;"Salinópolis";"Pública";"3,7";"4,9"
"PA";1506302;"Salvaterra";"Municipal";"4";"4,9"
"PA";1506302;"Salvaterra";"Pública";"4";"4,9"
"PA";1506351;"Santa Bárbara do Pará";"Estadual";"3,9";"4,7"
"PA";1506351;"Santa Bárbara do Pará";"Pública";"3,9";"4,7"
"PA";1506401;"Santa Cruz do Arari";"Estadual";"2,3";"3,9"
"PA";1506401;"Santa Cruz do Arari";"Municipal";"3,9";"4,2"
"PA";1506401;"Santa Cruz do Arari";"Pública";"3,2";"3,9"
"PA";1506500;"Santa Izabel do Pará";"Municipal";"3,8";"4,9"
"PA";1506500;"Santa Izabel do Pará";"Pública";"3,8";"4,9"
"PA";1506559;"Santa Luzia do Pará";"Municipal";"3,7";"4,9"
"PA";1506559;"Santa Luzia do Pará";"Pública";"3,7";"4,9"
"PA";1506583;"Santa Maria das Barreiras";"Estadual";"3,3";"4,4"
"PA";1506583;"Santa Maria das Barreiras";"Municipal";;
"PA";1506583;"Santa Maria das Barreiras";"Pública";"3,2";"4,2"
"PA";1506609;"Santa Maria do Pará";"Estadual";"3,2";"5,3"
"PA";1506609;"Santa Maria do Pará";"Pública";"3,2";"5,3"
"PA";1506708;"Santana do Araguaia";"Municipal";"2,3";"4,9"
"PA";1506708;"Santana do Araguaia";"Pública";"2,3";"4,9"
"PA";1506807;"Santarém";"Estadual";"4,5";"5,3"
"PA";1506807;"Santarém";"Municipal";"4,7";"5,5"
"PA";1506807;"Santarém";"Pública";"4,6";"5,4"
"PA";1506906;"Santarém Novo";"Municipal";"4,9";"5,2"
"PA";1506906;"Santarém Novo";"Pública";"4,9";"5,2"
"PA";1507003;"Santo Antônio do Tauá";"Municipal";"3,7";"5,1"
"PA";1507003;"Santo Antônio do Tauá";"Pública";"3,7";"5,1"
"PA";1507102;"São Caetano de Odivelas";"Estadual";"2,7";"5"
"PA";1507102;"São Caetano de Odivelas";"Municipal";"3,4";"4,9"
"PA";1507102;"São Caetano de Odivelas";"Pública";"3,2";"5"
"PA";1507151;"São Domingos do Araguaia";"Estadual";;"4,8"
"PA";1507151;"São Domingos do Araguaia";"Municipal";"3,3";"4,9"
"PA";1507151;"São Domingos do Araguaia";"Pública";"3,3";"4,8"
"PA";1507201;"São Domingos do Capim";"Estadual";"3,6";"4,8"
"PA";1507201;"São Domingos do Capim";"Municipal";"3,4";"4,9"
"PA";1507201;"São Domingos do Capim";"Pública";"3,4";"4,9"
"PA";1507300;"São Félix do Xingu";"Municipal";"2,9";"5"
"PA";1507300;"São Félix do Xingu";"Pública";"2,9";"5"
"PA";1507409;"São Francisco do Pará";"Municipal";"3,4";"5,4"
"PA";1507409;"São Francisco do Pará";"Pública";"3,4";"5,4"
"PA";1507458;"São Geraldo do Araguaia";"Municipal";"4,2";"4,3"
"PA";1507458;"São Geraldo do Araguaia";"Pública";"4,2";"4,3"
"PA";1507466;"São João da Ponta";"Municipal";;"4,2"
"PA";1507466;"São João da Ponta";"Pública";;"4,2"
"PA";1507474;"São João de Pirabas";"Municipal";"3,8";"4,8"
"PA";1507474;"São João de Pirabas";"Pública";"3,8";"4,8"
"PA";1507508;"São João do Araguaia";"Municipal";"3,6";"4,7"
"PA";1507508;"São João do Araguaia";"Pública";"3,6";"4,7"
"PA";1507607;"São Miguel do Guamá";"Municipal";"3,8";"5,2"
"PA";1507607;"São Miguel do Guamá";"Pública";"3,8";"5,2"
"PA";1507706;"São Sebastião da Boa Vista";"Estadual";;"4,5"
"PA";1507706;"São Sebastião da Boa Vista";"Municipal";"4,2";"4,5"
"PA";1507706;"São Sebastião da Boa Vista";"Pública";"4,2";"4,4"
"PA";1507755;"Sapucaia";"Municipal";;"4,2"
"PA";1507755;"Sapucaia";"Pública";;"4,2"
"PA";1507805;"Senador José Porfírio";"Municipal";"4,4";"5"
"PA";1507805;"Senador José Porfírio";"Pública";"4,4";"5"
"PA";1507904;"Soure";"Estadual";"3,3";"4,5"
"PA";1507904;"Soure";"Municipal";"3,5";"3,9"
"PA";1507904;"Soure";"Pública";"3,4";"4,5"
"PA";1507953;"Tailândia";"Municipal";"3,5";"4,5"
"PA";1507953;"Tailândia";"Pública";"3,5";"4,5"
"PA";1507961;"Terra Alta";"Estadual";;"4,7"
"PA";1507961;"Terra Alta";"Municipal";;"3,4"
"PA";1507961;"Terra Alta";"Pública";"3,5";"4,7"
"PA";1507979;"Terra Santa";"Municipal";"4,6";"4,7"
"PA";1507979;"Terra Santa";"Pública";"4,6";"4,7"
"PA";1508001;"Tomé-Açu";"Municipal";"3,9";"4,9"
"PA";1508001;"Tomé-Açu";"Pública";"3,9";"4,9"
"PA";1508035;"Tracuateua";"Estadual";;"5,2"
"PA";1508035;"Tracuateua";"Municipal";"3,5";"4,4"
"PA";1508035;"Tracuateua";"Pública";"3,5";"5,2"
"PA";1508050;"Trairão";"Municipal";"4,1";"4,5"
"PA";1508050;"Trairão";"Pública";"4,1";"4,5"
"PA";1508084;"Tucumã";"Municipal";"3,8";"4,6"
"PA";1508084;"Tucumã";"Pública";"3,8";"4,6"
"PA";1508100;"Tucuruí";"Municipal";"4";"4,7"
"PA";1508100;"Tucuruí";"Pública";"4";"4,7"
"PA";1508126;"Ulianópolis";"Municipal";"4,9";"4,8"
"PA";1508126;"Ulianópolis";"Pública";"4,9";"4,8"
"PA";1508159;"Uruará";"Municipal";"3,9";"4,2"
"PA";1508159;"Uruará";"Pública";"3,9";"4,2"
"PA";1508209;"Vigia";"Estadual";"3,8";"5"
"PA";1508209;"Vigia";"Municipal";"4,3";
"PA";1508209;"Vigia";"Pública";"3,9";"5"
"PA";1508308;"Viseu";"Municipal";"3,6";"4,7"
"PA";1508308;"Viseu";"Pública";"3,6";"4,7"
"PA";1508357;"Vitória do Xingu";"Municipal";"5,2";"5,1"
"PA";1508357;"Vitória do Xingu";"Pública";"5,2";"5,1"
"PA";1508407;"Xinguara";"Municipal";"4,1";"4,9"
"PA";1508407;"Xinguara";"Pública";"4,1";"4,9"
"AP";1600055;"Serra do Navio";"Estadual";;"5,4"
"AP";1600055;"Serra do Navio";"Pública";;"5,4"
"AP";1600105;"Amapá";"Estadual";"3,4";"4,6"
"AP";1600105;"Amapá";"Pública";"3,4";"4,6"
"AP";1600154;"Pedra Branca do Amapari";"Estadual";"3,5";"5,4"
"AP";1600154;"Pedra Branca do Amapari";"Pública";"3,5";"5,4"
"AP";1600204;"Calçoene";"Estadual";"3,2";"4,8"
"AP";1600204;"Calçoene";"Pública";"3,2";"4,8"
"AP";1600212;"Cutias";"Estadual";;"5,1"
"AP";1600212;"Cutias";"Pública";;"5,1"
"AP";1600238;"Ferreira Gomes";"Estadual";;"4,8"
"AP";1600238;"Ferreira Gomes";"Municipal";;"4,2"
"AP";1600238;"Ferreira Gomes";"Pública";"3,1";"4,8"
"AP";1600253;"Itaubal";"Estadual";"3";"4,2"
"AP";1600253;"Itaubal";"Pública";"3";"4,2"
"AP";1600279;"Laranjal do Jari";"Estadual";"3,5";"5,4"
"AP";1600279;"Laranjal do Jari";"Municipal";"4,2";"5,3"
"AP";1600279;"Laranjal do Jari";"Pública";"3,6";"5,3"
"AP";1600303;"Macapá";"Estadual";"3,8";"5,3"
"AP";1600303;"Macapá";"Municipal";;"4,9"
"AP";1600303;"Macapá";"Pública";"3,8";"5,3"
"AP";1600402;"Mazagão";"Estadual";"3,1";"4,8"
"AP";1600402;"Mazagão";"Pública";"3,1";"4,8"
"AP";1600501;"Oiapoque";"Estadual";"3,6";"5,4"
"AP";1600501;"Oiapoque";"Municipal";"4";"3,3"
"AP";1600501;"Oiapoque";"Pública";"3,7";"5,4"
"AP";1600535;"Porto Grande";"Estadual";"3,9";"5,1"
"AP";1600535;"Porto Grande";"Municipal";"3,4";"4,3"
"AP";1600535;"Porto Grande";"Pública";"3,7";"4,8"
"AP";1600550;"Pracuúba";"Estadual";"2,8";"5"
"AP";1600550;"Pracuúba";"Pública";"2,8";"5"
"AP";1600600;"Santana";"Estadual";"4";"5,5"
"AP";1600600;"Santana";"Municipal";;"4,9"
"AP";1600600;"Santana";"Pública";"4";"5,4"
"AP";1600709;"Tartarugalzinho";"Estadual";"3,6";"4,9"
"AP";1600709;"Tartarugalzinho";"Pública";"3,6";"4,9"
"AP";1600808;"Vitória do Jari";"Estadual";"3,8";"5,3"
"AP";1600808;"Vitória do Jari";"Municipal";"3,3";"4,8"
"AP";1600808;"Vitória do Jari";"Pública";"3,6";"5,2"
"TO";1700251;"Abreulândia";"Estadual";"4,5";"4,9"
"TO";1700251;"Abreulândia";"Pública";"4,6";"4,7"
"TO";1700301;"Aguiarnópolis";"Estadual";"3,7";"5,8"
"TO";1700301;"Aguiarnópolis";"Municipal";;"4,2"
"TO";1700301;"Aguiarnópolis";"Pública";"3,7";"5,2"
"TO";1700350;"Aliança do Tocantins";"Estadual";"5,6";"5,2"
"TO";1700350;"Aliança do Tocantins";"Municipal";"5,1";"5,8"
"TO";1700350;"Aliança do Tocantins";"Pública";"5,4";"5,4"
"TO";1700400;"Almas";"Estadual";"4,1";"5"
"TO";1700400;"Almas";"Pública";"4,1";"5"
"TO";1700707;"Alvorada";"Estadual";"4,9";"5,7"
"TO";1700707;"Alvorada";"Municipal";"4,8";"5,4"
"TO";1700707;"Alvorada";"Pública";"4,8";"5,7"
"TO";1701002;"Ananás";"Estadual";"4,5";"5,3"
"TO";1701002;"Ananás";"Pública";"4,5";"5,3"
"TO";1701051;"Angico";"Estadual";"4,2";"5,2"
"TO";1701051;"Angico";"Municipal";;
"TO";1701051;"Angico";"Pública";"4,2";"5,2"
"TO";1701101;"Aparecida do Rio Negro";"Estadual";"3,8";"5,3"
"TO";1701101;"Aparecida do Rio Negro";"Municipal";"4,6";"4,8"
"TO";1701101;"Aparecida do Rio Negro";"Pública";"4,3";"5,3"
"TO";1701309;"Aragominas";"Estadual";"4";"5,2"
"TO";1701309;"Aragominas";"Pública";"4";"5,2"
"TO";1701903;"Araguacema";"Estadual";"4,2";"5,3"
"TO";1701903;"Araguacema";"Municipal";;
"TO";1701903;"Araguacema";"Pública";"4,2";"5"
"TO";1702000;"Araguaçu";"Estadual";"5,5";"5,6"
"TO";1702000;"Araguaçu";"Municipal";"5,6";"5,9"
"TO";1702000;"Araguaçu";"Pública";"5,6";"5,7"
"TO";1702109;"Araguaína";"Estadual";"4,6";"5,3"
"TO";1702109;"Araguaína";"Municipal";;"5,4"
"TO";1702109;"Araguaína";"Pública";"4,6";"5,3"
"TO";1702158;"Araguanã";"Estadual";"4,5";"5,4"
"TO";1702158;"Araguanã";"Pública";"4,5";"5,4"
"TO";1702208;"Araguatins";"Estadual";"4,9";"5,2"
"TO";1702208;"Araguatins";"Municipal";;"4,7"
"TO";1702208;"Araguatins";"Pública";"4,8";"5"
"TO";1702307;"Arapoema";"Estadual";;"5,6"
"TO";1702307;"Arapoema";"Municipal";;
"TO";1702307;"Arapoema";"Pública";;"5,6"
"TO";1702406;"Arraias";"Estadual";"4,7";"5,6"
"TO";1702406;"Arraias";"Municipal";;
"TO";1702406;"Arraias";"Pública";"4,6";"5,6"
"TO";1702554;"Augustinópolis";"Estadual";"4,3";"5,3"
"TO";1702554;"Augustinópolis";"Pública";"4,3";"5,3"
"TO";1702703;"Aurora do Tocantins";"Estadual";"4,2";"4,8"
"TO";1702703;"Aurora do Tocantins";"Pública";"4,2";"4,8"
"TO";1702901;"Axixá do Tocantins";"Estadual";"4,1";"4,9"
"TO";1702901;"Axixá do Tocantins";"Municipal";"3,4";"5,1"
"TO";1702901;"Axixá do Tocantins";"Pública";"3,6";"5"
"TO";1703008;"Babaçulândia";"Estadual";"4,2";"5,2"
"TO";1703008;"Babaçulândia";"Municipal";;
"TO";1703008;"Babaçulândia";"Pública";"4,1";"5,1"
"TO";1703057;"Bandeirantes do Tocantins";"Estadual";;"4,9"
"TO";1703057;"Bandeirantes do Tocantins";"Municipal";"4,2";"5,3"
"TO";1703057;"Bandeirantes do Tocantins";"Pública";"4,3";"5,1"
"TO";1703073;"Barra do Ouro";"Estadual";;"5,2"
"TO";1703073;"Barra do Ouro";"Pública";;"5,1"
